C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_14_434.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_14_434.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_14_434.jpg, -0.2256267, 1, 0, 22.51488
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_14_535.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_14_535.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_14_535.jpg, -0.1238745, 1, 0, 23.44439
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_14_638.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_14_638.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_14_638.jpg, -0.1653786, 1, 0, 24.41821
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_14_741.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_14_741.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_14_741.jpg, -0.4634277, 1, 0, 25.28842
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_14_842.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_14_842.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_14_842.jpg, -0.4948693, 1, 0, 26.06273
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_14_943.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_14_943.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_14_943.jpg, -0.1964025, 1, 0, 27.0162
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_15_045.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_15_045.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_15_045.jpg, -0.493692, 1, 0, 27.92182
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_15_146.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_15_146.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_15_146.jpg, -0.3704346, 1, 0, 28.77803
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_15_250.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_15_250.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_15_250.jpg, -0.0759291, 1, 0, 29.71608
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_15_351.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_15_351.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_15_351.jpg, 0, 1, 0, 30.18928
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_15_452.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_15_452.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_15_452.jpg, 0, 1, 0, 30.19096
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_15_553.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_15_553.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_15_553.jpg, 0, 1, 0, 30.19231
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_15_656.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_15_656.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_15_656.jpg, 0, 1, 0, 30.19048
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_15_758.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_15_758.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_15_758.jpg, -0.1679982, 1, 0, 30.18234
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_15_861.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_15_861.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_15_861.jpg, 0, 1, 0, 30.18993
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_15_963.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_15_963.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_15_963.jpg, 0, 1, 0, 30.19028
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_16_065.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_16_065.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_16_065.jpg, 0, 1, 0, 30.19033
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_16_167.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_16_167.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_16_167.jpg, 0, 1, 0, 30.1903
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_16_268.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_16_268.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_16_268.jpg, 0, 1, 0, 30.19034
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_16_372.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_16_372.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_16_372.jpg, 0, 1, 0, 30.19003
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_16_476.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_16_476.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_16_476.jpg, 0, 1, 0, 30.19031
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_16_576.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_16_576.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_16_576.jpg, -0.1869453, 1, 0, 30.17994
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_16_677.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_16_677.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_16_677.jpg, -0.09879389, 1, 0, 30.19041
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_16_781.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_16_781.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_16_781.jpg, 0, 1, 0, 30.18981
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_16_883.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_16_883.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_16_883.jpg, -0.0926259, 1, 0, 30.18912
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_16_988.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_16_988.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_16_988.jpg, -0.1820598, 1, 0, 30.18621
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_17_091.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_17_091.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_17_091.jpg, 0, 1, 0, 30.18969
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_17_191.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_17_191.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_17_191.jpg, 0, 1, 0, 30.19025
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_17_293.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_17_293.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_17_293.jpg, 0, 1, 0, 30.19028
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_17_395.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_17_395.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_17_395.jpg, -0.014724, 1, 0, 30.18976
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_17_499.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_17_499.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_17_499.jpg, -0.2514264, 1, 0, 30.17494
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_17_600.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_17_600.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_17_600.jpg, 0, 1, 0, 30.18916
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_17_703.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_17_703.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_17_703.jpg, -0.1455552, 1, 0, 30.18705
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_17_805.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_17_805.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_17_805.jpg, -0.1405296, 1, 0, 30.18996
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_17_908.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_17_908.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_17_908.jpg, 0, 1, 0, 30.18972
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_18_014.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_18_014.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_18_014.jpg, -0.07736491, 1, 0, 30.1903
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_18_116.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_18_116.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_18_116.jpg, 0, 1, 0, 30.19018
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_18_217.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_18_217.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_18_217.jpg, -0.1139736, 1, 0, 30.18777
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_18_321.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_18_321.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_18_321.jpg, -0.1276353, 1, 0, 30.18945
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_18_422.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_18_422.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_18_422.jpg, 0, 1, 0, 30.18987
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_18_524.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_18_524.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_18_524.jpg, 0, 1, 0, 30.19024
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_18_624.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_18_624.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_18_624.jpg, 0, 1, 0, 30.19032
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_18_725.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_18_725.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_18_725.jpg, -0.1883415, 1, 0, 30.181
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_18_830.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_18_830.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_18_830.jpg, -0.07901247, 1, 0, 30.19061
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_18_932.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_18_932.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_18_932.jpg, 0, 1, 0, 30.18956
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_19_035.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_19_035.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_19_035.jpg, 0, 1, 0, 30.19072
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_19_138.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_19_138.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_19_138.jpg, 0, 1, 0, 30.19005
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_19_240.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_19_240.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_19_240.jpg, -0.2178576, 1, 0, 30.17785
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_19_343.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_19_343.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_19_343.jpg, 0, 1, 0, 30.18994
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_19_448.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_19_448.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_19_448.jpg, -0.0359076, 1, 0, 30.1902
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_19_553.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_19_553.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_19_553.jpg, 0, 1, 0, 30.1902
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_19_657.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_19_657.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_19_657.jpg, 0, 1, 0, 30.19024
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_19_762.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_19_762.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_19_762.jpg, -0.2943414, 1, 0, 30.16883
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_19_867.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_19_867.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_19_867.jpg, -0.09993301, 1, 0, 30.19118
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_19_971.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_19_971.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_19_971.jpg, 0, 1, 0, 30.19038
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_20_074.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_20_074.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_20_074.jpg, 0, 1, 0, 30.19022
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_20_177.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_20_177.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_20_177.jpg, 0, 1, 0, 30.19114
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_20_280.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_20_280.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_20_280.jpg, -0.1608498, 1, 0, 30.18346
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_20_386.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_20_386.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_20_386.jpg, -0.2761794, 1, 0, 30.17771
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_20_486.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_20_486.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_20_486.jpg, 0, 1, 0, 30.1884
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_20_592.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_20_592.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_20_592.jpg, -0.1001445, 1, 0, 30.18926
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_20_695.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_20_695.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_20_695.jpg, 0, 1, 0, 30.18997
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_20_795.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_20_795.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_20_795.jpg, 0, 1, 0, 30.18995
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_20_902.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_20_902.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_20_902.jpg, 0, 1, 0, 30.1892
C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\center_2023_02_27_22_43_21_006.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\left_2023_02_27_22_43_21_006.jpg, C:\Users\Srikanth\Downloads\simulator-windows-64\IMG\right_2023_02_27_22_43_21_006.jpg, 0, 1, 0, 30.19044
